"ITEM","DESCRIPTION","BUSINESS_UNIT","FINANCIAL_BU","STOCK PRIORITY","Sourcing Apr.26","Sourcing May.26","Cambios","Sourcing Jun.26","Cambio"
"809069","SLLCE40-1190-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"809081","SLLCE40-1260-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"809093","SLLCE40-1330-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"809105","SLLCE40-1400-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"809117","SLLCE40-1470-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"809129","SLLCE40-1540-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"809141","SLLCE40-1610-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"809153","SLLCE40-1680-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"809165","SLLCE40-1750-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"809177","SLLCE40-1820-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89874","SLLCP14-350","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"803612","SLLCP14-350-B16","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89598","SLLCP14-350P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89736","SLLCP14-350P88","30","Safety","S","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89875","SLLCP14-420","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89599","SLLCP14-420P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89737","SLLCP14-420P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89876","SLLCP14-490","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"802955","SLLCP14-490-B16","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89600","SLLCP14-490P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89738","SLLCP14-490P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89877","SLLCP14-560","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89601","SLLCP14-560P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89739","SLLCP14-560P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89878","SLLCP14-630","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"803734","SLLCP14-630-B16","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89602","SLLCP14-630P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89740","SLLCP14-630P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89879","SLLCP14-700","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89603","SLLCP14-700P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89741","SLLCP14-700P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89880","SLLCP14-770","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89604","SLLCP14-770P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89742","SLLCP14-770P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89881","SLLCP14-840","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89605","SLLCP14-840P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89743","SLLCP14-840P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89882","SLLCP14-910","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89606","SLLCP14-910P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89744","SLLCP14-910P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89883","SLLCP14-980","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89607","SLLCP14-980P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89745","SLLCP14-980P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89884","SLLCP14-1050","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"803611","SLLCP14-1050-B16","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89608","SLLCP14-1050P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89746","SLLCP14-1050P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89885","SLLCP14-1120","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89609","SLLCP14-1120P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89747","SLLCP14-1120P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89886","SLLCP14-1190","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89610","SLLCP14-1190P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89748","SLLCP14-1190P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89887","SLLCP14-1260","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"802960","SLLCP14-1260-B16","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89611","SLLCP14-1260P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89749","SLLCP14-1260P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89888","SLLCP14-1330","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89612","SLLCP14-1330P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89750","SLLCP14-1330P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89889","SLLCP14-1400","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89613","SLLCP14-1400P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89751","SLLCP14-1400P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89890","SLLCP14-1470","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89614","SLLCP14-1470P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89752","SLLCP14-1470P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89891","SLLCP14-1540","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89615","SLLCP14-1540P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89753","SLLCP14-1540P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89892","SLLCP14-1610","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"804009","SLLCP14-1610-B16","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89754","SLLCP14-1610P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89893","SLLCP14-1680","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89617","SLLCP14-1680P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89755","SLLCP14-1680P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89894","SLLCP14-1750","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89618","SLLCP14-1750P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89756","SLLCP14-1750P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89895","SLLCP14-1820","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89619","SLLCP14-1820P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89757","SLLCP14-1820P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89897","SLLCP23-350","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"800110","SLLCP23-350-B16","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"815251","SLLCP23-350-S","30","Safety","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"89621","SLLCP23-350P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89759","SLLCP23-350P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89898","SLLCP23-420","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"800114","SLLCP23-420-B16","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89622","SLLCP23-420P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89760","SLLCP23-420P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89899","SLLCP23-490","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"800115","SLLCP23-490-B16","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89623","SLLCP23-490P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89761","SLLCP23-490P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89900","SLLCP23-560","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"800116","SLLCP23-560-B16","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89624","SLLCP23-560P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89762","SLLCP23-560P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89901","SLLCP23-630","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"800111","SLLCP23-630-B16","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"815254","SLLCP23-630-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89625","SLLCP23-630P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89763","SLLCP23-630P88","30","Safety","S","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89902","SLLCP23-700","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"800117","SLLCP23-700-B16","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89626","SLLCP23-700P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89764","SLLCP23-700P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89903","SLLCP23-770","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"800118","SLLCP23-770-B16","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"815255","SLLCP23-770-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89627","SLLCP23-770P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89765","SLLCP23-770P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89904","SLLCP23-840","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"800119","SLLCP23-840-B16","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"815256","SLLCP23-840-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89628","SLLCP23-840P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89766","SLLCP23-840P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89905","SLLCP23-910","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"800112","SLLCP23-910-B16","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"815257","SLLCP23-910-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89629","SLLCP23-910P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89767","SLLCP23-910P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89906","SLLCP23-980","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"800120","SLLCP23-980-B16","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89630","SLLCP23-980P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89768","SLLCP23-980P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89907","SLLCP23-1050","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"800107","SLLCP23-1050-B16","30","Safety","S","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"815258","SLLCP23-1050-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89631","SLLCP23-1050P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89769","SLLCP23-1050P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89908","SLLCP23-1120","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"800121","SLLCP23-1120-B16","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"815259","SLLCP23-1120-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89632","SLLCP23-1120P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89770","SLLCP23-1120P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89909","SLLCP23-1190","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"800122","SLLCP23-1190-B16","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"815260","SLLCP23-1190-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89633","SLLCP23-1190P55","30","Safety","S","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89771","SLLCP23-1190P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89910","SLLCP23-1260","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"800113","SLLCP23-1260-B16","30","Safety","S","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"815261","SLLCP23-1260-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89634","SLLCP23-1260P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89772","SLLCP23-1260P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89911","SLLCP23-1330","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"800123","SLLCP23-1330-B16","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89635","SLLCP23-1330P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89773","SLLCP23-1330P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89912","SLLCP23-1400","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"800124","SLLCP23-1400-B16","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"815262","SLLCP23-1400-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89636","SLLCP23-1400P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89774","SLLCP23-1400P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89913","SLLCP23-1470","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"800125","SLLCP23-1470-B16","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89637","SLLCP23-1470P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89775","SLLCP23-1470P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89914","SLLCP23-1540","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"800108","SLLCP23-1540-B16","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89638","SLLCP23-1540P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89776","SLLCP23-1540P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89915","SLLCP23-1610","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"800126","SLLCP23-1610-B16","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89639","SLLCP23-1610P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89777","SLLCP23-1610P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89916","SLLCP23-1680","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"800127","SLLCP23-1680-B16","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89640","SLLCP23-1680P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89778","SLLCP23-1680P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89917","SLLCP23-1750","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"800128","SLLCP23-1750-B16","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89641","SLLCP23-1750P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89779","SLLCP23-1750P88","30","Safety","S","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89918","SLLCP23-1820","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"800109","SLLCP23-1820-B16","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"815266","SLLCP23-1820-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89642","SLLCP23-1820P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89780","SLLCP23-1820P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89920","SLLCP40-350","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89644","SLLCP40-350P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89782","SLLCP40-350P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89921","SLLCP40-420","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89645","SLLCP40-420P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89783","SLLCP40-420P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89922","SLLCP40-490","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89646","SLLCP40-490P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89784","SLLCP40-490P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89923","SLLCP40-560","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89785","SLLCP40-560P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89924","SLLCP40-630","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89648","SLLCP40-630P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89786","SLLCP40-630P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89925","SLLCP40-700","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89649","SLLCP40-700P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89787","SLLCP40-700P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89926","SLLCP40-770","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89650","SLLCP40-770P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89788","SLLCP40-770P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89927","SLLCP40-840","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89651","SLLCP40-840P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89789","SLLCP40-840P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89928","SLLCP40-910","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89652","SLLCP40-910P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89790","SLLCP40-910P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89929","SLLCP40-980","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89653","SLLCP40-980P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89791","SLLCP40-980P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89930","SLLCP40-1050","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89654","SLLCP40-1050P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89792","SLLCP40-1050P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89931","SLLCP40-1120","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89655","SLLCP40-1120P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89793","SLLCP40-1120P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89932","SLLCP40-1190","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89794","SLLCP40-1190P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89933","SLLCP40-1260","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89657","SLLCP40-1260P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89795","SLLCP40-1260P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89934","SLLCP40-1330","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89658","SLLCP40-1330P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89796","SLLCP40-1330P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89935","SLLCP40-1400","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89659","SLLCP40-1400P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89797","SLLCP40-1400P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89936","SLLCP40-1470","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89660","SLLCP40-1470P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89798","SLLCP40-1470P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89937","SLLCP40-1540","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89661","SLLCP40-1540P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89799","SLLCP40-1540P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89938","SLLCP40-1610","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89662","SLLCP40-1610P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89800","SLLCP40-1610P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89939","SLLCP40-1680","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89663","SLLCP40-1680P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89801","SLLCP40-1680P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89940","SLLCP40-1750","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89664","SLLCP40-1750P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89802","SLLCP40-1750P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89941","SLLCP40-1820","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89665","SLLCP40-1820P55","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89803","SLLCP40-1820P88","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"808922","SLLCR14-350-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"808934","SLLCR14-420-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"89139","SLLCR14-420P8","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"808946","SLLCR14-490-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"808958","SLLCR14-560-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"808970","SLLCR14-630-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"808982","SLLCR14-700-S","30","Safety","S","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"808994","SLLCR14-770-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"809006","SLLCR14-840-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"809018","SLLCR14-910-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"809030","SLLCR14-980-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"809042","SLLCR14-1050-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"809054","SLLCR14-1120-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"809066","SLLCR14-1190-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"809078","SLLCR14-1260-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"809090","SLLCR14-1330-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"809102","SLLCR14-1400-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"809114","SLLCR14-1470-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"809126","SLLCR14-1540-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"809138","SLLCR14-1610-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"809150","SLLCR14-1680-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"809162","SLLCR14-1750-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"809174","SLLCR14-1820-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"808924","SLLCR23-350-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"808936","SLLCR23-420-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"808948","SLLCR23-490-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
"808960","SLLCR23-560-S","30","Safety","N","CHN to MTY","USA to MTY","-1","USA to MTY","0"
